№ дела,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес места осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделением организации,Вид лицензируемой деятельности,Вид продукции, Серия лицензии,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобновления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования действия лицензии,Статус лицензии,Дата изменения статуса,Регистрационный номер лицензии,Руководитель организации,Контактный телефон,К-во лицензиатов,К-во объектов,в т.ч. объектов общественного питания,Дата государственной регистрации ЮЛ,ОГРН,Плановая проверка (когда),количество объетов,Внеплановая проверка,количество объектов,,,,,,,,,,,,
,,,,,,"64.Сосновский р-н.с.Федоровка,                               ул.Молодежная,1-б,магазин №58",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,,,,,,"65.Сосновский р-н,с.Н-Ямское,ул.                       Кооперативная,7-а,магазин №59",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
851,"ООО ""Услуги""",6818028021,," Сосновский р-н,                      р.п.Сосновка,                             ул.Вокзальная,23",sosrayhj@bk.ru,"1.р.п.Сосновка,ул.Моршанская,39                              буфет в столовой",,68,,,,68 МЕ ,004359,Управление по развитию промышленности и предпринимательства Тамбовской области,17.01.2012,17.01.2012,,,,,истекла,,09.12.2011 № 4045,Некрасова                                         Валентина                                 Ивановна,(232)                                      2-65-37                            , , , ,1/31/2005,1056817629428,,,,,,,,,,,,,,,,
,,,,,,"2.р.п.Сосновка,ул.Моршанская,37,                                             буфет",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,
,,,,,," 3.р.п.Сосновка,ул.Интернациональ               ная,218,бар ""Дискотека""",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,
953,"ООО ""Нежность""",6818029106,681801001,"Сосновский р-н,                                           р.п.Сосновка,                                    ул.Набережная,3",ooo.nezhnost@yandex.ru,"1.р.п.Сосновка,ул.Набережная,3,магазин 2.р.п.Сосновка,ул.Советская/Моршанская,30/14,магазин; 3. р.п. Сосновка, ул. Пушкина, 85 в - магазин",,68,,,,68 МЕ  ,004560,Управление по развитию промышленности и предпринимательства Тамбовской области,03.05.2012,03.05.2013,,,,,действующая,,4311 от 20.04.2012,Громова                                                Вера                                                 Петровна,"(47532)25110, 89616293581",1,3,,2/15/2007,1076809000070,,,,,,,,,,,,,,,,
965,"ООО ""Золушка""",6818029113,,"Сосновский р-н,                          р.п.Сосновка,                                      ул.Мичурина,108-б",,"1.р.п.Сосновка,ул.Мичурина,108-б,                                          магазин ""Золушка""",,68,,,,МЕ                                   ,002737,Управление по развитию промышленности и предпринимательства Тамбовской области,24.05.07,24.05.2012,,,,,истекла,,,Блохина                                                          Надежда                                      Анатольевна,(232)26-5-35                                                                  8-9027-2657-84-                         , , ,,,1076809000091,,,,,,,,,,,,,,,,
1007,"ООО ""Пайщик""",6818029177,,"Сосновский р-н, р.п. Сосновка, ул. Интернациональная, 195",," 1.Сосновский р-н, с. Новое Грязное, ул. Гражданская, 4, магазин №2;     ",,68,,,,МЕ                                   ,002814,Управление по развитию промышленности и предпринимательства Тамбовской области,10.08.2007,10.08.2012,,,,,истекла,,,Ветрова Ирина Яковлевна,21-7-05 89027337175, , ,,,1076809000333,,,,,,,,,,,,,,,,
,,,,,,"2.р.п. Сосновка, ул. Горького, 70, магазин №4;",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,
,,,,,,"3.р.п. Сосновка, Лесхоз, ул. Тамбовская, 3, магазин №6;",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,
,,,,,,"4. р.п. Сосновка, ул. Полевая, 50, магазин №9;",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,
,,,,,," 5. с. Атманов Угол, ул. Центральная, 83, магазин №12;",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,
,,,,,," 6.с. Атманов Угол, ул. Волжская, 25-а, магазин №13;",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,
,,,,,," 7. с. Старое Грязное, ул. Ленина, 100, магазин №17;",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,
,,,,,," 8. с. Вирятино, ул. Центральная, 2, магазин №18;",,68,,,,,,Управление по развитию промышленности и предпринимательства Тамбовской области,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,
