"Сводный реестр выданных, приостановленных и аннулированных лицензий на розничную торговлю алкогольной продукцией по состоянию на 28.09.2012",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Адрес места нахождения организации,Адрес электронной почты,Адрес осуществления вида деятельности ,КПП обособленного подразделения,Код субъекта РФ,Код субъекта по месту осуществления деятельности,Серия лицензии,Номер лицензии,Дата выдачи ,Дата окончания действия ,Дата приостановления действия ,Дата возобновления действия ,Дата прекращения действия ,Дата аннулирования,Статус лицензии,Дата изменения статуса,Руководитель организации,Телефон,Приказ Минэкономразвития,Срок окончания аренды
,"ООО ""Ретро""",4101110381,410101001,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.15,",,"г. Петропавловск-Камчатский, ул. Мишенная, д.118, магазин ""Влади""",,41,41,к 007679,60-К ,7/17/2011,7/17/2016,,,,,действующая,,,,,
482,"ООО ""Родник""",8201009520,820101001,"Олюторский р-н, с. Пахачи, ул. Морская, д.27, кв.5",,"Олюторский р-н, с. Пахачи, ул. Центральная, д.18, м-н ООО ""Родник""",,41,41, к 006966,5-Ол ,7/2/2009,7/2/2014,,,,,действующая,,,,,
,"ООО ""Родник""",4103000698,410301001,"Алеутский р-н, с. Никольское, ул. Гагарина, д.3, кв.4",,"Алеутский р-н, с. Никольское, ул. Юбилейная, д.2-1, магазин ""Продукты""",,41,41,к 007545,18-А,5/26/2011,5/26/2016,,,,,действующая,,,,,
,"ООО ""Родничок""",4109004635,410901001,"Усть-Камчатский р-н, п. Козыревск, ул. Советская, д.64, кв.1",,"Усть-Камчатский р-н, п. Козыревск,  ул. Советская, д.64,  № 1,3  магазин ""Родничок""",,41,41,к 007901,12-УК,2/16/2012,2/16/2015,,,,,действующая,,,8(914)0252503,приказ о выдаче от 14.02.2012 №  49,12/31/2021
486,"ООО ""Ромашка""",4108007369,410801001,"Усть-Большерецкий р-н, с. Апача, ул. Юбилейная, д.13,",,"Усть-Большерецкий р-н, с. Апача, ул. Юбилейная, д.13, в/в отдел м-на ""Ромашка""",,41,41, к 007481,3-УБ,1/21/2011,1/21/2013,,,,,действующая,,,,,
,"ООО ""Росинка""",4101109442,410101001,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.15/1, кв.37",,"г. Петропавловск-Камчатский, пр. Победы, д. 69 А, кафе ""Эльбрус"", до 16,5%",,41,41,к 007822,218-К,11/25/2011,11/25/2012,,,,,действующая,,,,приказ о выдаче от 25.11.2011 № 383,
493,"ООО ""Руслан""",8202016248,820101001,"Тигильский р-н, с. Усть-Хайрюзово, ул. Морская, д. 21, кв. 1",,"Тигильский р-н, с. Усть-Хайрюзово, ул. Ленинская, 4-2",,41,41,к 007818,13-Т,1/12/2012,1/12/2017,,,,,действующая,,Азимурадов Усмон Уракбекович,8(914)6292151,Приказ о выдаче от 10.01.2012 № 1,10/26/2026
,"ООО ""Рыбак""",4101109234,410101001,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.18, кв.73",,"г. Петропавловск-Камчатский, пр. Циолковского, д.67, павильон № 686 ""Настена""",,41,41,к 007704,350-К ,7/21/2011,7/21/2016,,,,,действующая,,,,,
,"ООО ""Рыбак""",4101109234,410101001,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.18, кв.73",,"г. Петропавловск-Камчатский, ул. Савченко, д.6, павильон ""Каринка""",,41,41,к 007704,350-К ,7/21/2011,7/21/2016,,,,,действующая,,,,,
496,"ООО ""Сабирофф""",8203010231,820301001,"Карагинский р-н, с. Ильпырское, ул. Вторая Речка,, д.12, кв.11",,"Карагинский р-н, с. Ильпырское, д.8, магазин ""Сабирофф""",,41,41,к 006962,4-КР,6/11/2009,6/11/2014,,,,,действующая,,,,,
,"ООО ""СаВа""",4101105007,410101001,"г. Петропавловск-Камчатский, ул. Дальняя, д.26/1, кв.104",,"г. Петропавловск-Камчатский, пр. Циолковского, д.57, магазин ""Премьера""",,41,41,к 007943,280-К,6/21/2012,6/21/2015,,,,,действующая,,,,Приказ о выдаче лицензии от 19.06.2012 № 267,12/31/2013
,"ООО ""Садовый"" ",4105033956,410501001,"г. Елизово, ул. Хабаровская, д.12,",,"г. Елизово, ул. Чернышевского, д. 24, кафе-бар ""Натали""",,41,41,к 007986,119-Е,8/10/2012,8/8/2013,,,,,действующая,,,,Приказ о переоформлении от ,
,"ООО ""Садовый"" ",4105033956,410501001,"г. Елизово, ул. Хабаровская, д.12,",,"г.Елизово, ул. Чернышевского 24, магазин ""Натали""",,41,41,к 007986,119-Е,8/10/2012,8/8/2013,,,,,действующая,,,,08.08.2012 № 394,
499,"ООО ""Салекан""",8203009998,820301001,"Карагинский р-н, п. Оссора, ул. Советская, д.60,",,"Карагинский р-н, п. Оссора, ул. Советская, д.108, магазин ""Салекан""",,41,41, к 007559,6-КР ,6/20/2011,6/20/2016,,,,,действующая,,," 8(41545)41304
",,
,"ООО ""Салекан""",8203009998,820301001,"Карагинский р-н, п. Оссора, ул. Советская, д.60,",,"Карагинский р-н, п. Оссора, ул. Советская, д.60, магазин ""Салекан""",,41,41, к 007559,6-КР ,6/20/2011,6/20/2016,,,,,действующая,,,,,
,"ООО ""САЛЮТ""",4105029558,410501001,"Елизовский район, г. Елизово, ул. Набережная, 23, кв. 55",,"Елизовский район, г. Елизово, ул. Ленина, д. 29А",,41,41,к 007969,120-Е,8/14/2012,8/14/2013,,,,,действующая,,,8(41531)71213,Приказ о выдаче лицензии от 14.08.2012 № 405,5/14/2015
,"ООО ""Сан Марино""",4101109523,410101001,"г. Петропавловск-Камчатский, пр. К. Маркса, д.29/1,",,"г. Петропавловск-Камчатский, пр. К. Маркса, д.29/1, кафе ""Сан Марино""",,41,41,к 007781,206-К ,10/7/2011,10/7/2012,,,,,действующая,,,,,
,"ООО ""Сан Марино""",4101109523,410101001,"г. Петропавловск-Камчатский, пр. К. Маркса, д.29/1,",,"г. Петропавловск-Камчатский, ул. Ленинградская, д.33А, кофейня ""Сан Марино шоколад""",,41,41,к 007781,206-К ,10/7/2011,10/7/2012,,,,,действующая,,,,,
,"ООО ""Сапфир""",4101105568,410101001,"г. Петропавловск-Камчатский, ул. Космонавтов, д.3,",,"г. Петропавловск-Камчатский, ул. Космонавтов, д.3, павильон ""Продукты""",,41,41,к 007452,553-К  ,6/23/2011,6/23/2014,,,,,действующая,,,,,
,"ООО ""Сванский Двор""",4101085939,410101001,"г. Петропавловск-Камчатский, ул. Виталия Кручины, д.1,",,"г. Петропавловск-Камчатский, ул. Виталия Кручины, д.1, ресторан ""Сванский двор""",,41,41,к 007510,155-К ,4/22/2011,4/22/2014,,,,,действующая,,,,,
,"ООО ""Светлана""",4105030948,410501001,"г. Елизово, ул. Рябикова, д.56,",,"г. Елизово, ул. Рябикова, д.56, Магазин ""Окей""",,41,41,к 007811,94-Е,11/16/2011,11/16/2016,,,,,действующая,,,,,
,"ООО ""Светлана""",4105030948,410501001,"г. Елизово, ул. Рябикова, д.56,",,"г. Елизово, Радужный переулок д.1, магазин ""Аида""",,41,41,к 007811,94-Е,11/16/2011,11/16/2016,,,,,действующая,,,,,
,"ООО ""Светлое""",4101105134,410101001,"г. Петропавловск-Камчатский, ул. Беляева, д.3, кв.2",,"г. Петропавловск-Камчатский, ул. Беляева, д.9, магазин ""БЭСТ""",,41,41,к 007847,257-К ,3/30/2012,3/30/2017,,,,,действующая,,,8(4152)463115,,2/27/2017
,"ООО ""Светлое""",4101105134,410101001,"г. Петропавловск-Камчатский, ул. Беляева, д.3, кв.2",,"г. Петропавловск-Камчатский, ул. Океанская, д.73, магазин ""Успех""",,41,41,к 007847,257-К ,3/30/2012,3/30/2017,,,,,действующая,,,8(961)9695492,,12/1/2016
512,"ООО ""Светоч""",4105039612,410501001,"Елизовский р-н, п. Николаевка, ул. Советская, 29, кв. 32",,"Елизовский р-н, п. Николаевка, ул. Советская, 29а",,41,41,к 007864,99-Е,12/28/2011,12/28/2016,,,,,действующая,,,,Приказ о выдаче от 28.12.2011 № 438,
513,"ООО ""Свистак"" ",4105034004,410501001,"Елизовский р-н, п. Сосновка, ул. Новая, д.2,",,"Елизовский р-н, п. Сосновка, ул. Новая, д.2, в-в магазин ""Свистак""",,41,41, к 006888,12-Е ,8/8/2008,8/8/2013,,,,,действующая,,,"8(4152)486164
",,
,"ООО ""Свобода""",4101091185,410101001,"г. Петропавловск-Камчатский, ул. Вулканная, д.21, кв.скл 2",,"г. Петропавловск-Камчатский, ул. Вулканная, д.21, корп.ск2, кв.лит3, магазин ООО ""Свобода""",,41,41,к 007791,210-К ,10/20/2011,10/20/2016,,,,,действующая,,,,,
,"ООО ""Север""",4101113907,410101001,"г. Петропавловск-Камчатский, ул. Комсомольская, 5, кв. 102",,"г. Петропавловск-Камчатский, ул. Академика Курчатова, д.41, в/в от-л м-на ""Продтовары-Север""",,41,41,к 008000,295-К,8/1/2012,8/1/2017,,,,,действующая,,,,Приказ о выдаче лицензии от  30.07.2012 № 367,4/13/2017
519,"ООО ""Северное сияние""",4105039718,410501001,"Елизовский район 25 км автодорогт Елизово-паратунка, база отдыха ""Снежинка"" №1",severotel@yandex.ru,"Елизовский район 25 км автодорогт Елизово-паратунка, база отдыха ""Снежинка"" №1, кафе-бар ""Сезон Охоты"" базы отдыха ""Снежинка""",,41,41,к 007963,114-Е,7/20/2012,7/20/2013,,,,,действующая,,,8(41531) 71118,Приказ о выдаче лицензии от  19.07.2012 № 344,2/28/2015
,"ООО ""Севил""",4101126342,410101001,"г. Петропавловск-Камчатский, Космический проезд, д.7Б, кв.308",,"г. Петропавловск-Камчатский, ул. Владивостокская, д.а/о, павильон ""Севил""",,41,41,к 007349,107-К ,12/30/2009,1/23/2014,,,,,действующая,,,,,
,"ООО ""Семерида Удачи""",4101106770,410101001,"г. Петропавловск-Камчатский, ул. Карбышева, д.3, кв.255",,"г. Елизово, Радужный переулок д.6, павильон ""Звезда Удачи""",,41,41,к 007594,118-К ,6/30/2011,6/30/2016,,,,,действующая,,,,,
,"ООО ""Семерида Удачи""",4101106770,410101001,"г. Петропавловск-Камчатский, ул. Карбышева, д.3, кв.255",,"г. Елизово, ул. Ленина, д.29, магазин ""Золотая Антилопа""",,41,41,к 007594,118-К ,6/30/2011,6/30/2016,,,,,действующая,,,,,
,"ООО ""Семерида Удачи""",4101106770,410101001,"г. Петропавловск-Камчатский, ул. Карбышева, д.3, кв.255",,"Пенжинский р-н, с. Каменское, ул. Чубарова, д.29, магазин ""Диана""",,41,41,к 007594,118-К ,6/30/2011,6/30/2016,,,,,действующая,,,,,
,"ООО ""СемьЯ""",4101106473,410101001,"г. Петропавловск-Камчатский, ул. Фурманова, д.3/1, кв.66",,"г. Петропавловск-Камчатский, ул. Фурманова, д.14/1, павильон №211",,41,41,к 007571,175-К ,6/20/2011,6/20/2015,,,,,действующая,,,,,
