Реестр выданных лицензий ,,,,,,,,,,
на осуществление розничной продажи алкогольной продукции  действующих на  02.07.2012 г.,,,,,,,,,,
,,,,,,,,,,
№,О лицензиате,ИНН / ОГРН,Дата выдачи лицензии,"Серия, регистр.№",Срок действия лицензии,Адреса территориально обособленных объектов,сведения о действии лицензии,Примечание,Лицензирующий орган,
1029,"ООО ""ЦЕНТАВР"", юр.адрес: 626158, Российская Федерация, Тюменская область, г. Тобольск, 11 микрорайон, д. 60
руков.:Южаков А.Г., тел. (3456) 22-95-81  8-902-850-5344",ИНН 7206040948  ОГРН 1097206001914 (дата регистрации 13.11.09),09/12/2009,72-РАП №4654,08/12/2014,"1)Тюменская область, Тобольский район, с. Санниково, ул. Центральная, д. 12, магазин (открыт 09.12.09)
2)Тюменская область, Тобольский район, с. Бизино, ул. Ленина, д. 4, магазин (открыт 09.12.09)
",,,Управление Л и РПР ТО,
,,,,,,"3)Тюменская область, Тобольский район, с. Преображенка, ул. Новая, д. 25, магазин (открыт 09.12.09)
4)Тюменская область, Тобольский район, д. Башкова, ул. Мелиораторов, д. 3 ""б"", магазин (открыт 09.12.09)
",,,,
,,,,,,,,,,
1030,"ООО ""Русское"", юр.адрес: 625035, Россия, Тюменская область, г. Тюмень, ул. Геологоразведчиков, д. 47
руков.:Юсупов О.А., тел. (3452) 79-59-54    8-9044-967-999",ИНН 7203224270 ОГРН 1087232040532 (дата регистрации 08.10.08),09/12/2009,72-РАП №4655,08/12/2014,"1)г. Тюмень, ул. Геологоразведчиков, д. 47, магазин (открыт 09.12.09)
2)г. Тюмень, ул. Пархоменко, д. 54, строение 6, магазин (открыт 09.12.09)
",,,Управление Л и РПР ТО,
,,,,,,"3)г. Тюмень, ул. Мельникайте, д. 64,  магазин (открыт 27.10.10)
",,,,
1031,"ООО ""Сибирский вкус"", юр.адрес: 625000, Россия, Тюменская область, г. Тюмень, ул. Урицкого, д. 44/1
руков.:Гурова И.Ю., тел. 59-33-55",ИНН 7204147406  ОГРН 1097232026682 (дата регистрации 12.10.09),09/12/2009,72-РАП №4656,08/12/2014,"1)г. Тюмень, ул. Урицкого, д. 44/1, магазин ""Продукты"" (открыт 09.12.09)
2)г. Тюмень, ул. 30 лет Победы, д. 27, магазин (открыт 21.10.10)
",,,Управление Л и РПР ТО,
,,,,,,,,,,
1032,"ООО ""Сирена"", юр.адрес: 625000, Тюменская область, г. Тюмень, ул. Республики, д. 62
руков.:Чиркова О.Н., тел. 94-94-79",ИНН 7202190879  ОГРН 1087232040994 (дата регистрации 13.10.2008),10/12/2009,72-РАП №4659,09/12/2014,"1)г. Тюмень, ул. Республики, д. 62, ресторан ""Русь"" (общепит) (открыт 10.12.09)
",,,Управление Л и РПР ТО,
1033,"ООО ""КАПА"", юр.адрес: 625022, Тюменская область, г. Тюмень, ул. Щербакова, д. 98/2
руков.:Капанин А.А., тел. 96-16-26",ИНН 7202008005 ОГРН 1027200789032 (дата регистрации 16.04.1992),10/12/2009,72-РАП №4657,09/12/2014,"1)г. Тюмень, ул. Ставропольская, д. 1, корпус 3, магазин ""Гастроном № 1"" (открыт 10.12.09)
2)г. Тюмень, ул. Таллинская, д. 4а, универсальный розничный рынок ""Новый Восточный"", торговое место ""М"", магазин ""Велес"" (открыт 20.05.10)
",,,Управление Л и РПР ТО,
,,,,,,,,,,
1034,"ООО ""Твой выбор"", юр.адрес: 625046, Россия, Тюменская область, г. Тюмень, ул. Широтная, д. 108, корпус 3, офис 1
руков.:Муратова М.М., тел. 37-73-76",ИНН 7203239990  ОГРН 1097232027640 (дата регистрации 20.10.09),10/12/2009,72-РАП №4658,09/12/2014,"1)г. Тюмень, ул. Широтная, д. 108, корпус 3/1, магазин (открыт 10.12.09)
",,,Управление Л и РПР ТО,
1035,"ООО ""Сириус"", юр.адрес: Российская Федерация, Тюменская область, г. Тюмень, п. Верхний Бор, ул. Мира, д. 2, строение 1
руков.:Буданов С.В., тел. 8-961-207-2458",ИНН 7202200728  ОГРН 1097232027738 (дата регистрации 20.10.09),11/12/2009,72-РАП №4661,10/12/2014,"1)г. Тюмень, п. Верхний Бор, ул. Мира, д. 2, строение 1, магазин ""Сириус"" (открыт 20.10.09)
",,,Управление Л и РПР ТО,
1036,"ОАО ""Авиакомпания ""ЮТэйр"", юр.адрес: 628012, Российская Федерация, Тюменская область, г. Ханты-Мансийск, аэропорт
руков.:Мартиросов А.З., тел. (3452) 49-66-24, факс (3452) 49-66-31",ИНН 7204002873  ОГРН 1028600508991 (дата регистрации 21.09.2002),11/12/2009,72-РАП №4662,10/12/2014,"1)г. Тюмень, ул. Сергея Ильюшина, д. 10, кафе в здании аэровокзала аэропорта ""Рощино"" (до 15%) (общепит) (открыт 11.12.09)
2)г. Тюмень, ул. Сергея Ильюшина, д. 10, кафетерий в здании аэровокзала аэропорта ""Рощино"" (до 15%) (общепит) (открыт 11.12.09)
",,,Управление Л и РПР ТО,
,,,,,,"3)г. Тюмень, п. Рощино, ул. Антонова, д. 5, кафе ""Лайнер"" (общепит) (открыт 10.02.11)
4)г. Тюмень, ул. Сергея Ильюшина, д. 10, буфет в международном секторе здания аэровокзала аэропорта ""Рощино"" (до 15%) (общепит) (открыт 21.07.10)
",,,,
,,,,,,"5)г. Тюмень, ул. Сергея Ильюшина, д. 10, буфет в помещении накопителя здания аэровокзала аэропорта ""Рощино"" (до 15%) (общепит) (открыт 21.07.10)
",,,,
1037,"ООО ""Олимп"", юр.адрес: 625030, Российская Федерация, Тюменская область, г. Тюмень, ул. Калинина, д. 61
руков.:Амирасланов М.А.о., тел. 8-922-479-0080",ИНН 7204094497  ОГРН 1057200919269 (дата регистрации 15.11.2005),14/12/2009,72-РАП №4663,13/12/2014,"1)г. Тюмень, ул. Калинина, д. 61, строение 1, универсальный розничный рынок ""Калининский"", торговое место 147, магазин ""Калинка"" (открыт 14.12.09)
",,,Управление Л и РПР ТО,
1038,"ООО ""Радуга"", юр.адрес: 627431, Россия, Тюменская область, Казанский район, с. Дубынка, ул. Школьная, д. 14
руков.:ШустовС.П.",ИНН 7218006356  ОГРН 1097205000705 (дата регистрации 19.08.09),15/12/2009,72-РАП №4664,14/12/2014,"1)Тюменская область, Казанский район, с. Дубынка, ул. Школьная, д. 14, магазин (открыт 15.12.09)
2)Тюменская область, Казанский район, с. Дубынка, ул. Ленина, д. 87, магазин (открыт 15.12.09)
",,,Управление Л и РПР ТО,
,,,,,,,,,,
1039,"ООО ""Милана"", юр.адрес: Российская Федерация, Тюменская область, г. Тюмень, ул. Одесская, д. 22/1
руков.:Геворкян А.В., тел. (3452) 41-45-88",ИНН 7203241830  ОГРН 1097232032358 (дата регистрации 26.11.09),16/12/2009,72-РАП №4665,15/12/2014,"1)г. Тюмень, ул. Одесская, д. 22/1, магазин ""Винный погреб"" (открыт 16.12.09)
2)г. Тюмень, ул. Одесская, д. 22/1, кафе ""Охотничье"" (общепит)  (открыт 16.12.09)
",,,Управление Л и РПР ТО,
,,,,,,,,,,
1040,"ООО ""УНИВЕРСАМ"", юр.адрес: Российская Федерация, 627309, Тюменская область, Голышмановский район, д. Мелкозерова, ул. Победы, д. 1, кв. 1
руков.:Жумабекова Д.А., тел. (34546) 98-262",ИНН 7214008867  ОГРН 1097214000289 (дата регистрации 24.11.09),18/12/2009,72-РАП №4668,17/12/2014,"1)Тюменская область, Голышмановский район, с. Средние Чирки, ул. Советская, д. 30, магазин ""Дина"" (открыт 18.12.09)
",,,Управление Л и РПР ТО,
1041,"ООО ""КЛАСС"", юр.адрес: 625048, Российская Федерация, Тюменская область, г. Тюмень, ул. Мельничная, д. 12, строение литера А
руков.:Ибрагимов С.Д., тел. 60-64-34  90-06-56",ИНН 7204047641  ОГРН 1027200773995 (дата регистрации 09.12.1999),18/12/2009,72-РАП №4666,17/12/2014,"1)г. Тюмень, ул. Мельничная, д. 12, магазин (открыт 18.12.09)
2)г. Тюмень, проезд Шаимский, д. 12/3, магазин ""Полянка"" (открыт 04.05.10)
",, Прим: Проверка 17.09.10 (замечание),Управление Л и РПР ТО,
,,,,,,"3)г. Тюмень, ул. Локомотивная, д. 116, магазин ""Полянка"" (открыт 10.12.10)
4)г. Тюмень, ул. Домостроителей, д. 38/4, магазин (открыт 24.10.11)
",,,,
,,,,,,"5)г. Тюмень, ул. Серова, д. 19/1, магазин (открыт 22.06.12)
6)г. Тюмень, ул. Спорта, д. 95/2, магазин (открыт 22.06.12)
",,,,
